secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
5903,0,143.857,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5904,0,144,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5905,0,144.143,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5906,0,144.286,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5907,0,144.429,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5908,0,144.571,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5909,0,144.714,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5910,0,144.857,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5911,0,145,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5912,0,145.6,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5913,0,146.2,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5914,0,146.8,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5915,0,147.4,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5916,0,148,1.81067,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5917,4.25,148.25,1.81113,0.3339,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5918,8.5,148.5,1.81159,0.6678,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5919,12.75,148.75,1.81205,1.0017,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5920,17,149,1.81251,1.3356,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5921,21.25,149.25,1.81297,1.6695,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5922,25.5,149.5,1.81343,2.0034,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5923,29.75,149.75,1.8139,2.3373,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5924,34,150,1.81436,2.6712,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5925,38.25,150.25,1.81482,3.0051,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5926,42.5,150.5,1.81528,3.339,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5927,46.75,150.75,1.81574,3.6729,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5928,51,151,1.8162,4.0068,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5929,48.6818,151.136,1.81693,3.82467,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5930,46.3636,151.273,1.81767,3.64255,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5931,44.0455,151.409,1.8184,3.46042,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5932,41.7273,151.545,1.81913,3.27829,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5933,39.4091,151.682,1.81987,3.09616,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5934,37.0909,151.818,1.8206,2.91404,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5935,34.7727,151.955,1.82134,2.73191,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5936,32.4545,152.091,1.82207,2.54978,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5937,30.1364,152.227,1.8228,2.36765,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5938,27.8182,152.364,1.82354,2.18553,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5939,25.5,152.5,1.82427,2.0034,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5940,23.1818,152.636,1.825,1.82127,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5941,20.8636,152.773,1.82574,1.63915,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5942,18.5455,152.909,1.82647,1.45702,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5943,16.2273,153.045,1.8272,1.27489,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5944,13.9091,153.182,1.82794,1.09276,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5945,11.5909,153.318,1.82867,0.910636,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5946,9.27273,153.455,1.82941,0.728509,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5947,6.95455,153.591,1.83014,0.546382,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5948,4.63636,153.727,1.83087,0.364255,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5949,2.31818,153.864,1.83161,0.182127,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5950,0,154,1.83234,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5951,0,154.4,1.83286,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5952,0,154.8,1.83339,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5953,0,155.2,1.83391,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5954,0,155.6,1.83444,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5955,0,156,1.83496,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5956,0,156.4,1.83548,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5957,0,156.8,1.83601,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5958,0,157.2,1.83653,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5959,0,157.6,1.83706,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5960,0,158,1.83758,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5961,0,160,1.83758,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5962,0,162,1.83758,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5963,0,162.75,1.83758,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5964,0,163.5,1.83758,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5965,0,164.25,1.83758,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5966,0,165,1.83758,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5967,2.94444,164.833,1.83791,0.2398,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5968,5.88889,164.667,1.83824,0.4796,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5969,8.83333,164.5,1.83857,0.7194,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5970,11.7778,164.333,1.8389,0.9592,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5971,14.7222,164.167,1.83923,1.199,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5972,17.6667,164,1.83956,1.4388,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5973,20.6111,163.833,1.83989,1.6786,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5974,23.5556,163.667,1.84022,1.9184,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5975,26.5,163.5,1.84054,2.1582,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5976,29.4444,163.333,1.84087,2.398,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5977,32.3889,163.167,1.8412,2.6378,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5978,35.3333,163,1.84153,2.8776,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5979,38.2778,162.833,1.84186,3.1174,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5980,41.2222,162.667,1.84219,3.3572,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5981,44.1667,162.5,1.84252,3.597,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5982,47.1111,162.333,1.84285,3.8368,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5983,50.0556,162.167,1.84318,4.0766,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5984,53,162,1.84351,4.3164,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5985,35.3333,160.333,1.84351,2.8776,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5986,17.6667,158.667,1.84351,1.4388,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5987,0,157,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5988,0,155.5,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5989,0,154,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5990,0,154.176,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5991,0,154.353,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5992,0,154.529,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5993,0,154.706,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5994,0,154.882,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5995,0,155.059,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5996,0,155.235,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5997,0,155.412,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5998,0,155.588,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
5999,0,155.765,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6000,0,155.941,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6001,0,156.118,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6002,0,156.294,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6003,0,156.471,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6004,0,156.647,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6005,0,156.824,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6006,0,157,1.84351,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6007,0,157.333,1.84363,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6008,0,157.667,1.84375,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6009,0,158,1.84387,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6010,0,158.333,1.84399,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6011,0,158.667,1.84412,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6012,0,159,1.84424,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6013,0,159.333,1.84436,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6014,0,159.667,1.84448,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6015,0,160,1.8446,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6016,10.75,160.75,1.84563,0.8469,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6017,21.5,161.5,1.84667,1.6938,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6018,32.25,162.25,1.8477,2.5407,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6019,43,163,1.84873,3.3876,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6020,32.25,163.75,1.84898,2.5407,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6021,21.5,164.5,1.84922,1.6938,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6022,10.75,165.25,1.84947,0.8469,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6023,0,166,1.84972,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6024,2.42105,166.158,1.85016,0.193074,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6025,4.84211,166.316,1.8506,0.386147,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6026,7.26316,166.474,1.85104,0.579221,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6027,9.68421,166.632,1.85147,0.772295,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6028,12.1053,166.789,1.85191,0.965368,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6029,14.5263,166.947,1.85235,1.15844,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6030,16.9474,167.105,1.85279,1.35152,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6031,19.3684,167.263,1.85323,1.54459,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6032,21.7895,167.421,1.85367,1.73766,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6033,24.2105,167.579,1.8541,1.93074,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6034,26.6316,167.737,1.85454,2.12381,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6035,29.0526,167.895,1.85498,2.31688,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6036,31.4737,168.053,1.85542,2.50996,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6037,33.8947,168.211,1.85586,2.70303,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6038,36.3158,168.368,1.8563,2.89611,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6039,38.7368,168.526,1.85673,3.08918,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6040,41.1579,168.684,1.85717,3.28225,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6041,43.5789,168.842,1.85761,3.47533,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6042,46,169,1.85805,3.6684,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6043,41.4,168.7,1.85836,3.30156,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6044,36.8,168.4,1.85866,2.93472,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6045,32.2,168.1,1.85897,2.56788,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6046,27.6,167.8,1.85927,2.20104,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6047,23,167.5,1.85958,1.8342,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6048,18.4,167.2,1.85989,1.46736,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6049,13.8,166.9,1.86019,1.10052,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6050,9.2,166.6,1.8605,0.73368,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6051,4.6,166.3,1.8608,0.36684,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6052,0,166,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6053,0,165.4,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6054,0,164.8,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6055,0,164.2,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6056,0,163.6,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6057,0,163,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6058,0,162.75,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6059,0,162.5,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6060,0,162.25,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6061,0,162,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6062,0,161.75,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6063,0,161.5,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6064,0,161.25,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6065,0,161,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6066,0,160.75,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6067,0,160.5,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6068,0,160.25,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6069,0,160,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6070,0,158,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6071,0,156,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6072,0,155.545,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6073,0,155.091,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6074,0,154.636,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6075,0,154.182,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6076,0,153.727,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6077,0,153.273,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6078,0,152.818,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6079,0,152.364,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6080,0,151.909,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6081,0,151.455,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6082,0,151,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6083,0,148,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6084,0,145,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6085,0,144.25,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6086,0,143.5,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6087,0,142.75,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6088,0,142,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6089,0,141.333,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6090,0,140.667,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6091,0,140,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6092,0,139.333,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6093,0,138.667,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6094,0,138,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6095,0,136,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6096,0,134,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6097,0,133,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6098,0,132,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6099,0,131,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6100,0,130.812,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6101,0,130.625,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6102,0,130.438,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6103,0,130.25,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6104,0,130.062,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6105,0,129.875,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6106,0,129.688,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6107,0,129.5,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6108,0,129.312,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6109,0,129.125,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6110,0,128.938,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6111,0,128.75,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6112,0,128.562,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6113,0,128.375,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6114,0,128.188,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6115,0,128,1.86111,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6116,27.5,126,1.86224,2.178,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6117,55,124,1.86337,4.356,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6118,48.8889,123.667,1.86337,3.872,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6119,42.7778,123.333,1.86337,3.388,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6120,36.6667,123,1.86337,2.904,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6121,30.5556,122.667,1.86337,2.42,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6122,24.4444,122.333,1.86337,1.936,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6123,18.3333,122,1.86337,1.452,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6124,12.2222,121.667,1.86337,0.968,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6125,6.11111,121.333,1.86337,0.484,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6126,0,121,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6127,0,120.7,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6128,0,120.4,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6129,0,120.1,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6130,0,119.8,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6131,0,119.5,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6132,0,119.2,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6133,0,118.9,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6134,0,118.6,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6135,0,118.3,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6136,0,118,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6137,0,118.6,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6138,0,119.2,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6139,0,119.8,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6140,0,120.4,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6141,0,121,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6142,0,120.7,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6143,0,120.4,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6144,0,120.1,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6145,0,119.8,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6146,0,119.5,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
6147,0,119.2,1.86337,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
