secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
2934,0,125,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2935,0,126.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2936,0,128,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2937,0,131,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2938,0,132,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2939,0,133,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2940,0,134,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2941,0,134.375,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2942,0,134.75,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2943,0,135.125,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2944,0,135.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2945,0,135.875,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2946,0,136.25,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2947,0,136.625,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2948,0,137,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2949,0,134,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2950,0,133,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2951,0,132,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2952,0,131,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2953,0,130.25,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2954,0,129.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2955,0,128.75,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2956,0,128,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2957,0,127.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2958,0,127,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2959,0,126.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2960,0,126,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2961,0,125.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2962,0,125,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2963,0,123,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2964,0,121,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2965,0,119,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2966,0,113,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2967,0,113,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2968,0,110,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2969,0,106.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2970,0,103,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2971,0,100.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2972,0,98,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2973,0,98.4444,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2974,0,98.8889,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2975,0,99.3333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2976,0,99.7778,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2977,0,100.222,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2978,0,100.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2979,0,101.111,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2980,0,101.556,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2981,0,102,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2982,0,103.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2983,0,105,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2984,0,106,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2985,0,107,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2986,0,108,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2987,0,108.6,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2988,0,109.2,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2989,0,109.8,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2990,0,110.4,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2991,0,111,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2992,0,112.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2993,0,114,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2994,0,114.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2995,0,115,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2996,0,115.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2997,0,116,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2998,0,116.5,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
2999,0,117,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3000,0,118,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3001,0,119,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3002,0,120,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3003,0,121,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3004,0,122,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3005,0,121.333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3006,0,120.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3007,0,120,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3008,0,119.333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3009,0,118.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3010,0,118,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3011,0,117,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3012,0,116,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3013,0,115,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3014,0,114.4,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3015,0,113.8,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3016,0,113.2,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3017,0,112.6,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3018,0,112,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3019,0,111,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3020,0,110,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3021,0,109,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3022,0,109.333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3023,0,109.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3024,0,110,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3025,0,110.333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3026,0,110.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3027,0,111,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3028,0,111.333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3029,0,111.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3030,0,112,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3031,0,112.333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3032,0,112.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3033,0,113,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3034,0,113.333,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3035,0,113.667,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3036,0,114,0.96668,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3037,44,117,0.96764,3.4416,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3038,44.875,117.375,0.96876,3.528,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3039,45.75,117.75,0.96988,3.6144,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3040,46.625,118.125,0.971,3.7008,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3041,47.5,118.5,0.97212,3.7872,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3042,48.375,118.875,0.97324,3.8736,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3043,49.25,119.25,0.97436,3.96,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3044,50.125,119.625,0.97548,4.0464,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3045,51,120,0.9766,4.1328,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3046,34,121,0.977373,2.7552,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3047,17,122,0.978147,1.3776,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3048,0,123,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3049,0,123.3,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3050,0,123.6,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3051,0,123.9,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3052,0,124.2,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3053,0,124.5,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3054,0,124.8,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3055,0,125.1,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3056,0,125.4,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3057,0,125.7,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3058,0,126,0.97892,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3090,0,129,0.9799,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3091,0,130.5,0.9799,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3092,0,132,0.9799,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3093,3.35714,131.714,0.980584,0.2682,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3094,6.71429,131.429,0.981267,0.5364,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3095,10.0714,131.143,0.981951,0.8046,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3096,13.4286,130.857,0.982634,1.0728,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3097,16.7857,130.571,0.983318,1.341,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3098,20.1429,130.286,0.984001,1.6092,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3099,23.5,130,0.984685,1.8774,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3100,26.8571,129.714,0.985369,2.1456,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3101,30.2143,129.429,0.986052,2.4138,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3102,33.5714,129.143,0.986736,2.682,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3103,36.9286,128.857,0.987419,2.9502,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3104,40.2857,128.571,0.988103,3.2184,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3105,43.6429,128.286,0.988786,3.4866,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3106,47,128,0.98947,3.7548,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3107,44.5263,127.842,0.990099,3.55718,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3108,42.0526,127.684,0.990728,3.35956,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3109,39.5789,127.526,0.991357,3.16194,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3110,37.1053,127.368,0.991986,2.96432,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3111,34.6316,127.211,0.992615,2.76669,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3112,32.1579,127.053,0.993244,2.56907,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3113,29.6842,126.895,0.993873,2.37145,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3114,27.2105,126.737,0.994502,2.17383,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3115,24.7368,126.579,0.995131,1.97621,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3116,22.2632,126.421,0.995759,1.77859,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3117,19.7895,126.263,0.996388,1.58097,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3118,17.3158,126.105,0.997017,1.38335,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3119,14.8421,125.947,0.997646,1.18573,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3120,12.3684,125.789,0.998275,0.988105,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3121,9.89474,125.632,0.998904,0.790484,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3122,7.42105,125.474,0.999533,0.592863,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3123,4.94737,125.316,1.00016,0.395242,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3124,2.47368,125.158,1.00079,0.197621,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3125,0,125,1.00142,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3126,4.5,125.3,1.00202,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3127,9,125.6,1.00261,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3128,13.5,125.9,1.00321,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3129,18,126.2,1.00381,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3130,22.5,126.5,1.0044,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3131,27,126.8,1.005,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3132,31.5,127.1,1.0056,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3133,36,127.4,1.0062,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3134,40.5,127.7,1.00679,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3135,45,128,1.00739,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3136,41,131,1.00827,3.186,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3137,41,134,1.00916,3.186,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3138,20.5,136,1.00916,1.593,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3139,0,138,1.00916,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3140,0,141,1.00916,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3141,0,142,1.00916,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3142,0,143,1.00916,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3143,0,144,1.00916,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3144,3.46154,144.231,1.00951,0.275538,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3145,6.92308,144.462,1.00986,0.551077,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3146,10.3846,144.692,1.01021,0.826615,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3147,13.8462,144.923,1.01055,1.10215,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3148,17.3077,145.154,1.0109,1.37769,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3149,20.7692,145.385,1.01125,1.65323,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3150,24.2308,145.615,1.0116,1.92877,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3151,27.6923,145.846,1.01195,2.20431,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3152,31.1538,146.077,1.0123,2.47985,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3153,34.6154,146.308,1.01264,2.75538,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3154,38.0769,146.538,1.01299,3.03092,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3155,41.5385,146.769,1.01334,3.30646,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3156,45,147,1.01369,3.582,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3157,33.75,147.75,1.01444,2.6865,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3158,22.5,148.5,1.0152,1.791,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3159,11.25,149.25,1.01595,0.8955,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3160,0,150,1.0167,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3161,0,150.5,1.0167,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3162,0,151,1.0167,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3163,0,151.5,1.0167,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3164,0,152,1.0167,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3165,0,152.5,1.0167,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3166,0,153,1.0167,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3167,0,153.231,1.01735,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3168,0,153.462,1.018,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3169,0,153.692,1.01864,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3170,0,153.923,1.01929,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3171,0,154.154,1.01994,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3172,0,154.385,1.02059,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3173,0,154.615,1.02123,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3174,0,154.846,1.02188,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3175,0,155.077,1.02253,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3176,0,155.308,1.02318,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3177,0,155.538,1.02382,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3178,0,155.769,1.02447,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3179,0,156,1.02512,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3205,0,159,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3206,0,160,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3207,0,161,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3208,0,162,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3209,0,161.625,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3210,0,161.25,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3211,0,160.875,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3212,0,160.5,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3213,0,160.125,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3214,0,159.75,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3215,0,159.375,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3216,0,159,1.03273,0,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3217,25,157.5,1.03385,2.0268,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3218,50,156,1.03498,4.0536,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3219,50,153,1.0361,4.0572,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3220,50,151.5,1.03717,3.9384,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3221,50,150,1.03825,3.8196,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3222,47.3684,149.842,1.03908,3.61857,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3223,44.7368,149.684,1.03991,3.41754,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3224,42.1053,149.526,1.04074,3.21651,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3225,39.4737,149.368,1.04157,3.01547,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3226,36.8421,149.211,1.0424,2.81444,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3227,34.2105,149.053,1.04323,2.61341,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3228,31.5789,148.895,1.04406,2.41238,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3229,28.9474,148.737,1.04489,2.21135,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3230,26.3158,148.579,1.04572,2.01032,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3231,23.6842,148.421,1.04654,1.80928,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3232,21.0526,148.263,1.04737,1.60825,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3233,18.4211,148.105,1.0482,1.40722,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3234,15.7895,147.947,1.04903,1.20619,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3235,13.1579,147.789,1.04986,1.00516,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3236,10.5263,147.632,1.05069,0.804126,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
3237,7.89474,147.474,1.05152,0.603095,0,0,0,0,0,0,0,-inf,0,-255,0,0,0,0,0,0,0,0
